id_lote,n_px_total,NDRE_mean,NDRE_std,NDRE_p25,NDRE_p50,NDRE_p75,NDRE_npx,CIre_mean,CIre_std,CIre_p25,CIre_p50,CIre_p75,CIre_npx,PRI_mean,PRI_std,PRI_p25,PRI_p50,PRI_p75,PRI_npx,NDWI_mean,NDWI_std,NDWI_p25,NDWI_p50,NDWI_p75,NDWI_npx,WBI_mean,WBI_std,WBI_p25,WBI_p50,WBI_p75,WBI_npx,MCARI_mean,MCARI_std,MCARI_p25,MCARI_p50,MCARI_p75,MCARI_npx,mNDVI705_mean,mNDVI705_std,mNDVI705_p25,mNDVI705_p50,mNDVI705_p75,mNDVI705_npx,NDVI_mean,NDVI_std,NDVI_p25,NDVI_p50,NDVI_p75,NDVI_npx,SIPI_mean,SIPI_std,SIPI_p25,SIPI_p50,SIPI_p75,SIPI_npx,TCARI_OSAVI_mean,TCARI_OSAVI_std,TCARI_OSAVI_p25,TCARI_OSAVI_p50,TCARI_OSAVI_p75,TCARI_OSAVI_npx,Datt1_mean,Datt1_std,Datt1_p25,Datt1_p50,Datt1_p75,Datt1_npx,REIP_mean,REIP_std,REIP_p25,REIP_p50,REIP_p75,REIP_npx
A22,1326,0.6953189373016357,0.07378461956977844,0.6154795289039612,0.7399691343307495,0.7482616901397705,1326,2.9628164768218994,0.9329580068588257,1.7611571550369263,3.5209522247314453,3.6527318954467773,1326,-0.06743130087852478,0.03802863880991936,-0.08878841996192932,-0.05877891555428505,-0.04093298316001892,1326,0.047599442303180695,0.06236672401428223,-0.007270338479429483,0.08518856763839722,0.09046102315187454,1326,1.1021751165390015,0.040658049285411835,1.062576174736023,1.1256401538848877,1.1307673454284668,1326,0.09561395645141602,0.05163116008043289,0.06172320991754532,0.0701240748167038,0.12386410683393478,1326,0.7262318134307861,0.08410726487636566,0.6281071901321411,0.7783297300338745,0.78623366355896,1326,0.9374845623970032,0.011834834702312946,0.9319363236427307,0.9377227425575256,0.9430803060531616,1326,1.0155079364776611,0.006647274363785982,1.011257290840149,1.013911485671997,1.017716646194458,1326,0.10044492781162262,0.012006495147943497,0.0971728265285492,0.10202337801456451,0.10623046010732651,1326,0.8272479772567749,0.06257952749729156,0.7524513602256775,0.8675616979598999,0.8714957237243652,1326,725.4559936523438,2.7458267211914062,722.0455322265625,727.1778564453125,727.4597778320312,1326
A23,2178,0.7890151739120483,0.009008646942675114,0.7849389910697937,0.7903239727020264,0.7948378324508667,2178,4.498276233673096,0.16116413474082947,4.421714782714844,4.520486354827881,4.604100227355957,2178,-0.05535866320133209,0.03024420700967312,-0.07476040720939636,-0.05306129902601242,-0.03376966714859009,2178,0.12701652944087982,0.004872125573456287,0.1252429336309433,0.12797236442565918,0.1299528181552887,2178,1.1688247919082642,0.004833691753447056,1.1663455963134766,1.1697239875793457,1.1721163988113403,2178,0.08338413387537003,0.02236706204712391,0.06792785227298737,0.07841672003269196,0.0941070169210434,2178,0.8038697242736816,0.009474726393818855,0.7977625131607056,0.8036503791809082,0.8102170825004578,2178,0.9626851677894592,0.008831027895212173,0.9571509957313538,0.9633241891860962,0.9688245058059692,2178,1.013575792312622,0.004479223396629095,1.0103518962860107,1.0138368606567383,1.0169731378555298,2178,0.09203583002090454,0.0050691175274550915,0.08857313543558121,0.09176747500896454,0.0951172262430191,2178,0.8869430422782898,0.0029997879173606634,0.8855742812156677,0.8872082233428955,0.8888594508171082,2178,729.036376953125,0.23390908539295197,728.9125366210938,729.0634765625,729.189697265625,2178
A24,2339,0.707276463508606,0.018835749477148056,0.6964644193649292,0.71052086353302,0.7214726805686951,2339,2.240349531173706,0.1187407374382019,2.165975570678711,2.256620168685913,2.3293323516845703,2339,-0.04846321791410446,0.021254735067486763,-0.061641063541173935,-0.047710467129945755,-0.034212805330753326,2339,0.102367103099823,0.011307451874017715,0.09549874067306519,0.10438114404678345,0.11124972999095917,2339,1.1326271295547485,0.007946954108774662,1.127361536026001,1.1342225074768066,1.1386687755584717,2339,0.2042229175567627,0.07451353967189789,0.1502147912979126,0.1871851235628128,0.23933959007263184,2339,0.7203351259231567,0.015869682654738426,0.7111841440200806,0.7231460213661194,0.7314951419830322,2339,0.9514504671096802,0.020661627873778343,0.9400246143341064,0.9548593163490295,0.9666478037834167,2339,1.0193698406219482,0.008777906186878681,1.0136873722076416,1.0177268981933594,1.0238772630691528,2339,0.15761715173721313,0.006884869188070297,0.15390893816947937,0.158071368932724,0.162033349275589,2339,0.7961663007736206,0.004869085270911455,0.792925238609314,0.7965567111968994,0.7999105453491211,2339,723.019775390625,0.20849692821502686,722.87353515625,723.0390625,723.170654296875,2339
A25,1118,0.7082099318504333,0.018808409571647644,0.7027060389518738,0.7140384316444397,0.720794677734375,1118,2.2624080181121826,0.12709523737430573,2.2027111053466797,2.2928247451782227,2.3554728031158447,1118,-0.05360228568315506,0.022058479487895966,-0.06606883555650711,-0.053117234259843826,-0.03923830762505531,1118,0.10103708505630493,0.013276668265461922,0.09668505191802979,0.10463520884513855,0.11014159023761749,1118,1.1313859224319458,0.008561857044696808,1.1282341480255127,1.132822036743164,1.1369692087173462,1118,0.1896563470363617,0.047126322984695435,0.16330140829086304,0.187472403049469,0.2122204303741455,1118,0.7172222137451172,0.018826570361852646,0.709465742111206,0.7227163314819336,0.7304657697677612,1118,0.9501525163650513,0.018342595547437668,0.9464446306228638,0.9549351334571838,0.9609370827674866,1118,1.0234973430633545,0.01035277172923088,1.0167540311813354,1.0200910568237305,1.0272786617279053,1118,0.15720778703689575,0.00604716083034873,0.15386706590652466,0.157490536570549,0.16124123334884644,1118,0.7986531257629395,0.005571071058511734,0.7949501276016235,0.7992971539497375,0.8026409149169922,1118,723.1351928710938,0.2531094551086426,722.948974609375,723.16943359375,723.3429565429688,1118
A26,2745,0.7060169577598572,0.010969306342303753,0.7003344297409058,0.7079019546508789,0.7139949798583984,2745,2.1735341548919678,0.08078824728727341,2.127955198287964,2.1857173442840576,2.2348198890686035,2745,-0.042810503393411636,0.017961520701646805,-0.05489645525813103,-0.04263501241803169,-0.03019324690103531,2745,0.11294018477201462,0.007170099765062332,0.1092052012681961,0.11425081640481949,0.11782913655042648,2745,1.1368950605392456,0.004760118201375008,1.1342226266860962,1.1374268531799316,1.140079140663147,2745,0.24271033704280853,0.04720431938767433,0.2101883888244629,0.2365424484014511,0.26742464303970337,2745,0.7129321694374084,0.011111351661384106,0.7057721018791199,0.7142864465713501,0.7209020853042603,2745,0.959208607673645,0.009147408418357372,0.9546064734458923,0.9602874517440796,0.9651126861572266,2745,1.0195879936218262,0.005457517225295305,1.015831708908081,1.019318699836731,1.0229368209838867,2745,0.17197978496551514,0.00681401276960969,0.16689611971378326,0.17166444659233093,0.17660963535308838,2745,0.7884742617607117,0.0050305393524467945,0.7855607867240906,0.7892104983329773,0.7920845746994019,2745,722.7994384765625,0.1949135810136795,722.69189453125,722.8231201171875,722.935302734375,2745
A27,641,0.688470184803009,0.017076242715120316,0.6818727850914001,0.6940610408782959,0.6996183395385742,641,2.0479934215545654,0.10567988455295563,1.9956133365631104,2.07716965675354,2.1219186782836914,641,-0.05174253135919571,0.020277418196201324,-0.06333968043327332,-0.05087270587682724,-0.039769962430000305,641,0.10557932406663895,0.00985695980489254,0.09976962953805923,0.10795276612043381,0.11138048022985458,641,1.1321759223937988,0.0057074641808867455,1.128221035003662,1.1330057382583618,1.1359270811080933,641,0.20310774445533752,0.04331182315945625,0.17557775974273682,0.19569918513298035,0.22526958584785461,641,0.6972759366035461,0.015642058104276657,0.6896488070487976,0.7011100053787231,0.7083019614219666,641,0.945297360420227,0.017440231516957283,0.9411445260047913,0.9493096470832825,0.9548786282539368,641,1.0257114171981812,0.008953974582254887,1.0203994512557983,1.0246506929397583,1.0294748544692993,641,0.1737506240606308,0.008056364953517914,0.16807857155799866,0.17192333936691284,0.17949242889881134,641,0.7812589406967163,0.006835835985839367,0.7773337364196777,0.7833319902420044,0.7862469553947449,641,722.552978515625,0.23790141940116882,722.3956909179688,722.5848388671875,722.7220458984375,641
A28,2384,0.7236336469650269,0.009717104025185108,0.7214576601982117,0.725435197353363,0.728998064994812,2384,2.333019733428955,0.08105918765068054,2.301668643951416,2.3459630012512207,2.3831241130828857,2384,-0.039512597024440765,0.018652334809303284,-0.05148870125412941,-0.03888026624917984,-0.026672735810279846,2384,0.12166298180818558,0.007473199628293514,0.11809796839952469,0.12282940745353699,0.1272207349538803,2384,1.1413975954055786,0.00520335603505373,1.1391404867172241,1.1422350406646729,1.1447571516036987,2384,0.32937905192375183,0.0766378715634346,0.28368377685546875,0.32743293046951294,0.3720490038394928,2384,0.7299483418464661,0.009702067822217941,0.7261970043182373,0.731158971786499,0.7357690930366516,2384,0.9730775356292725,0.008607547730207443,0.9712895154953003,0.9748208522796631,0.9775086641311646,2384,1.0124646425247192,0.004542838782072067,1.0098457336425781,1.0118718147277832,1.0143911838531494,2384,0.16440710425376892,0.007153631653636694,0.15998536348342896,0.1647658795118332,0.16918936371803284,2384,0.796448290348053,0.004962690640240908,0.7940058708190918,0.7968162894248962,0.799701988697052,2384,723.0582885742188,0.18413975834846497,722.970458984375,723.0816650390625,723.1713256835938,2384
A29,2207,0.7123298645019531,0.029185108840465546,0.6948813199996948,0.7216651439666748,0.7338734865188599,2207,2.294840097427368,0.2337043434381485,2.1275839805603027,2.3518316745758057,2.4586288928985596,2207,-0.04476273059844971,0.025175707414746284,-0.05963107943534851,-0.04346110671758652,-0.02875802107155323,2207,0.10676402598619461,0.021495573222637177,0.09213527292013168,0.1146295964717865,0.12350977957248688,2207,1.1328065395355225,0.015113184228539467,1.1238489151000977,1.1383233070373535,1.1440765857696533,2207,0.18625639379024506,0.055814579129219055,0.14574339985847473,0.18069346249103546,0.21818315982818604,2207,0.7276769876480103,0.027844799682497978,0.7096198797225952,0.7361186742782593,0.7500453591346741,2207,0.9528226852416992,0.021838517859578133,0.9462324380874634,0.9604626297950745,0.9674133062362671,2207,1.017520546913147,0.011410684324800968,1.009713053703308,1.0140596628189087,1.0229911804199219,2207,0.147318035364151,0.012957099825143814,0.13896849751472473,0.1509256362915039,0.15655943751335144,2207,0.800338089466095,0.012808000668883324,0.7911158800125122,0.802280843257904,0.8086459040641785,2207,723.1218872070312,0.5599310398101807,722.7283325195312,723.2444458007812,723.4937744140625,2207
A30,3453,0.7218512892723083,0.03285738825798035,0.7190067768096924,0.7291104793548584,0.736282229423523,3453,2.4002017974853516,0.19674552977085114,2.3442039489746094,2.4447333812713623,2.5192391872406006,3453,-0.0334639698266983,0.026238100603222847,-0.04552292823791504,-0.031305454671382904,-0.01723635196685791,3453,0.11693865060806274,0.021039841696619987,0.11616291105747223,0.12304319441318512,0.12698939442634583,3453,1.1395435333251953,0.011828228831291199,1.1372748613357544,1.142680048942566,1.1469627618789673,3453,0.17615312337875366,0.048216499388217926,0.14906972646713257,0.1751551777124405,0.20168007910251617,3453,0.7462654709815979,0.03015085682272911,0.7432858943939209,0.7518094778060913,0.7585834860801697,3453,0.9526176452636719,0.03697114810347557,0.9524930119514465,0.9597833156585693,0.964626133441925,3453,1.0114551782608032,0.034519609063863754,1.0040369033813477,1.0075072050094604,1.0120162963867188,3453,0.15074962377548218,0.009655057452619076,0.14546909928321838,0.15108002722263336,0.1569914072751999,3453,0.8079452514648438,0.01149204932153225,0.8040176630020142,0.810123860836029,0.8144397735595703,3453,723.4541015625,0.379396915435791,723.2866821289062,723.5294189453125,723.6978149414062,3453
A31,4085,0.7588397264480591,0.010604504495859146,0.7528174519538879,0.7572737336158752,0.764095664024353,4085,3.8446435928344727,0.1579502671957016,3.748776912689209,3.8346333503723145,3.931399345397949,4085,-0.039897385984659195,0.02100481651723385,-0.05364116281270981,-0.039827823638916016,-0.02585500106215477,4085,0.12704609334468842,0.02603316865861416,0.10673338919878006,0.11287426948547363,0.15873609483242035,4085,1.1607216596603394,0.029015911743044853,1.1382396221160889,1.1434595584869385,1.195204734802246,4085,0.07351130992174149,0.013439835980534554,0.06433703005313873,0.07099903374910355,0.08008017390966415,4085,0.7970257997512817,0.009912174195051193,0.7911388278007507,0.7978248000144958,0.803870677947998,4085,0.9412898421287537,0.010063784196972847,0.935402512550354,0.9406644105911255,0.9469695091247559,4085,1.0102404356002808,0.005225274246186018,1.006746768951416,1.0098117589950562,1.0133659839630127,4085,0.1109946072101593,0.006561388727277517,0.10660842806100845,0.11125083267688751,0.11547882854938507,4085,0.874628484249115,0.0033323531970381737,0.872408926486969,0.874862790107727,0.8769502639770508,4085,727.5571899414062,0.3166967034339905,727.3578491210938,727.5538940429688,727.7733764648438,4085
A32,4001,0.7316575050354004,0.041242606937885284,0.7234451770782471,0.7434618473052979,0.7519450187683105,3998,3.4502921104431152,0.41553884744644165,3.267899513244629,3.569439649581909,3.725717544555664,3998,-0.043451882898807526,0.026459665969014168,-0.05569266900420189,-0.04133045673370361,-0.02771947905421257,3994,0.11261021345853806,0.02196655049920082,0.10472375899553299,0.11256643384695053,0.12180620431900024,3998,1.1485873460769653,0.018146146088838577,1.1367558240890503,1.143782615661621,1.1607574224472046,3998,0.06771978735923767,0.012352677062153816,0.06057139113545418,0.06743621826171875,0.07511725276708603,3998,0.7812055349349976,0.03552528843283653,0.770352840423584,0.7874690294265747,0.7985743284225464,3998,0.9209951758384705,0.04143346846103668,0.9194581508636475,0.9306067824363708,0.9370181560516357,3998,1.0139189958572388,0.025450628250837326,1.0069438219070435,1.0112860202789307,1.0160624980926514,3998,0.1156938448548317,0.010068412870168686,0.10994132608175278,0.11468766629695892,0.12017063796520233,3998,0.865236759185791,0.013448023237287998,0.8604856729507446,0.8683603405952454,0.8733336925506592,3998,726.9374389648438,0.7663518786430359,726.5786743164062,727.1359252929688,727.4478759765625,3998
A33,4265,0.7460569143295288,0.037430327385663986,0.7054064273834229,0.7688195705413818,0.7747368812561035,4265,3.467639207839966,0.9411329627037048,2.2568182945251465,4.0894293785095215,4.2121405601501465,4265,-0.03967380151152611,0.02385207824409008,-0.05427596718072891,-0.036677733063697815,-0.02307714708149433,4265,0.11726216226816177,0.008479245938360691,0.11361958086490631,0.11789242923259735,0.12237893790006638,4265,1.1493746042251587,0.00773362722247839,1.1455193758010864,1.150173306465149,1.1545382738113403,4265,0.10551784932613373,0.04960908740758896,0.06746445596218109,0.07899285107851028,0.15271201729774475,4265,0.7784876823425293,0.03694229573011398,0.7397158145904541,0.7958898544311523,0.8077322244644165,4265,0.9473366141319275,0.010903947055339813,0.9434720873832703,0.9483998417854309,0.9528547525405884,4265,1.008931279182434,0.0066331797279417515,1.004683494567871,1.0080400705337524,1.0124708414077759,4265,0.12646441161632538,0.03444170951843262,0.10025051981210709,0.10659821331501007,0.17017969489097595,4265,0.8512179255485535,0.041960421949625015,0.797214925289154,0.8800250291824341,0.8835850358009338,4265,726.467529296875,2.4817116260528564,723.2164916992188,728.0988159179688,728.4349975585938,4265
A34,9220,0.7430243492126465,0.04771772772073746,0.7446152567863464,0.754372775554657,0.7642242908477783,9220,3.5119762420654297,0.6273828148841858,3.4508986473083496,3.5980236530303955,3.8435158729553223,9220,-0.04024576023221016,0.02704956755042076,-0.05407588183879852,-0.03787193447351456,-0.02326246351003647,9220,0.10407797247171402,0.0332367867231369,0.09532865136861801,0.11151871830224991,0.11943819373846054,9220,1.1377480030059814,0.024763256311416626,1.1251487731933594,1.1434063911437988,1.1525870561599731,9220,0.08305960148572922,0.026699086651206017,0.06747110933065414,0.07780682295560837,0.08942052721977234,9220,0.780974268913269,0.049748264253139496,0.7820115685462952,0.7917543649673462,0.8019139170646667,9220,0.9386830925941467,0.024136029183864594,0.9361619353294373,0.9431060552597046,0.948861837387085,9220,1.0106045007705688,0.014283863827586174,1.0043973922729492,1.0085203647613525,1.0134949684143066,9220,0.12032411247491837,0.016602789983153343,0.11058438569307327,0.11931528151035309,0.12592169642448425,9220,0.8594590425491333,0.03320501744747162,0.8619213104248047,0.8666337728500366,0.8740056753158569,9220,726.7064819335938,1.662078857421875,726.4196166992188,726.9055786132812,727.6486206054688,9220
A35,1539,0.6551650762557983,0.022460905835032463,0.6516456604003906,0.6598507165908813,0.6671907901763916,1539,1.7539161443710327,0.10412050038576126,1.7149834632873535,1.7723586559295654,1.8202731609344482,1539,-0.04851517453789711,0.023475686088204384,-0.06059708446264267,-0.047342222183942795,-0.03308777138590813,1539,0.10075674951076508,0.013206547126173973,0.09803912043571472,0.10275416076183319,0.10828955471515656,1539,1.1250542402267456,0.008083694614470005,1.1215673685073853,1.1265534162521362,1.1302530765533447,1539,0.3290863037109375,0.07900926470756531,0.2897734045982361,0.3308447301387787,0.3781190812587738,1539,0.6697125434875488,0.021340075880289078,0.6658845543861389,0.6745522618293762,0.6807578802108765,1539,0.9520889520645142,0.025970786809921265,0.9511656761169434,0.9575133323669434,0.9632916450500488,1539,1.0163835287094116,0.015818124637007713,1.0106258392333984,1.0131473541259766,1.0165858268737793,1539,0.21031397581100464,0.009753000922501087,0.2062728852033615,0.21075333654880524,0.2156957983970642,1539,0.7458798289299011,0.007218154147267342,0.7424312233924866,0.7468893527984619,0.7503961324691772,1539,721.4049072265625,0.2512381970882416,721.2568969726562,721.4520874023438,721.5701904296875,1539
A36,1256,0.6485229134559631,0.029621463268995285,0.6448138356208801,0.6585933566093445,0.6657168865203857,1256,1.7279518842697144,0.14036448299884796,1.699179768562317,1.7731077671051025,1.8144748210906982,1256,-0.05524295195937157,0.024324223399162292,-0.06549705564975739,-0.05105121433734894,-0.03993759676814079,1256,0.09659578651189804,0.016192281618714333,0.09244174510240555,0.10188663750886917,0.10651636123657227,1256,1.1238070726394653,0.010430319234728813,1.1188914775848389,1.1267650127410889,1.131080985069275,1256,0.2831265926361084,0.07858463376760483,0.23653113842010498,0.29749101400375366,0.3380568325519562,1256,0.6637502908706665,0.027802618220448494,0.6613287925720215,0.6735152006149292,0.6794211268424988,1256,0.9421340227127075,0.03053298033773899,0.9404735565185547,0.9533764123916626,0.9591056704521179,1256,1.021264910697937,0.01654043048620224,1.01259446144104,1.016039252281189,1.0215461254119873,1256,0.2041953206062317,0.00970043521374464,0.19890344142913818,0.20518732070922852,0.21119993925094604,1256,0.7463105320930481,0.009948485530912876,0.7444593906402588,0.748863935470581,0.7518998980522156,1256,721.410400390625,0.33681488037109375,721.3326416015625,721.49365234375,721.6124877929688,1256
A37,1485,0.709262490272522,0.015714246779680252,0.7074042558670044,0.7123392820358276,0.7169912457466125,1485,2.2860090732574463,0.11286067217588425,2.251274585723877,2.3113181591033936,2.3515660762786865,1485,-0.03823116794228554,0.019737161695957184,-0.04889450594782829,-0.03664477542042732,-0.02578265219926834,1485,0.12407170981168747,0.01039193943142891,0.12071152776479721,0.12582515180110931,0.12991730868816376,1485,1.1488075256347656,0.0075976732186973095,1.1451308727264404,1.149449348449707,1.1538771390914917,1485,0.20073087513446808,0.03902338072657585,0.17605650424957275,0.20295608043670654,0.22647146880626678,1485,0.727913498878479,0.01498462911695242,0.7246849536895752,0.7303327918052673,0.735430896282196,1485,0.9553526639938354,0.015495662577450275,0.9529286026954651,0.9585267901420593,0.9627397656440735,1485,1.0120798349380493,0.00817163847386837,1.0080561637878418,1.0107340812683105,1.0139274597167969,1485,0.16390717029571533,0.007878117263317108,0.15883176028728485,0.16437596082687378,0.16955089569091797,1485,0.7970564961433411,0.005687486380338669,0.7946084141731262,0.7979293465614319,0.8008268475532532,1485,723.2466430664062,0.2676210105419159,723.1312866210938,723.3112182617188,723.4276123046875,1485
A38,1933,0.7568978071212769,0.045433443039655685,0.7230331897735596,0.7353445291519165,0.8079153895378113,1933,3.329577922821045,1.1932785511016846,2.3735146522521973,2.50518798828125,4.73162317276001,1933,-0.06120441481471062,0.03798263147473335,-0.08407521992921829,-0.054080717265605927,-0.03442066162824631,1933,0.12084759026765823,0.01513940654695034,0.1112932339310646,0.12511985003948212,0.13150890171527863,1933,1.1485499143600464,0.02000606805086136,1.131790041923523,1.1451996564865112,1.1683213710784912,1933,0.2140716165304184,0.09904151409864426,0.1365860253572464,0.2031741887331009,0.26979097723960876,1928,0.763140857219696,0.04057886824011803,0.7329899072647095,0.745189905166626,0.8079153895378113,1933,0.9724389910697937,0.012999608181416988,0.9674462080001831,0.973899781703949,0.9803977608680725,1933,1.0125213861465454,0.005788859911262989,1.008960485458374,1.0116139650344849,1.0145156383514404,1933,0.12267304956912994,0.03379259631037712,0.08448196202516556,0.14085201919078827,0.15076740086078644,1931,0.8353216648101807,0.04264022782444954,0.8007912635803223,0.8088700771331787,0.8863729238510132,1933,725.437255859375,2.7260360717773438,723.2072143554688,723.5909423828125,728.669921875,1933
A39,2576,0.5968384742736816,0.056717924773693085,0.5623297095298767,0.6000300049781799,0.6455724239349365,2565,1.487192988395691,0.2372334748506546,1.3171718120574951,1.4815404415130615,1.7025361061096191,2565,-0.0601828470826149,0.031997762620449066,-0.07965893298387527,-0.05581279098987579,-0.03755485638976097,2565,0.06259593367576599,0.03928811475634575,0.03317968174815178,0.06300181150436401,0.10014694184064865,2565,1.1012461185455322,0.02073037438094616,1.0830531120300293,1.1016868352890015,1.1212921142578125,2565,0.19997234642505646,0.0884176716208458,0.12621411681175232,0.17168715596199036,0.2778577208518982,2565,0.6313095092773438,0.053090889006853104,0.5981462597846985,0.6332667469978333,0.6761528253555298,2565,0.8963623642921448,0.06681752949953079,0.8641632795333862,0.904920756816864,0.9466350078582764,2565,1.0319325923919678,0.05554620921611786,1.0042787790298462,1.02346932888031,1.0475430488586426,2565,0.2087801694869995,0.01659318059682846,0.19373436272144318,0.2120199054479599,0.2226542830467224,2565,0.7272037863731384,0.021838434040546417,0.7168229222297668,0.7295121550559998,0.74290531873703,2565,720.7476196289062,0.6630216240882874,720.3570556640625,720.7717895507812,721.2774658203125,2565
A40,1047,0.6571910977363586,0.016846749931573868,0.6522385478019714,0.6612640023231506,0.6671346426010132,1047,1.7657444477081299,0.08887261152267456,1.7335489988327026,1.7872304916381836,1.82207453250885,1047,-0.05211711674928665,0.020259492099285126,-0.06429485976696014,-0.05266427621245384,-0.03892792388796806,1047,0.10071459412574768,0.010939018800854683,0.09591209888458252,0.10278114676475525,0.10874167084693909,1047,1.1253979206085205,0.008536990731954575,1.1210811138153076,1.1271835565567017,1.1318728923797607,1047,0.3272886276245117,0.08244027197360992,0.2695283889770508,0.32875362038612366,0.37819811701774597,1047,0.6693336963653564,0.014986798167228699,0.6643477082252502,0.6723560094833374,0.678352415561676,1047,0.953633725643158,0.016638103872537613,0.9482076168060303,0.9580298066139221,0.9638137221336365,1047,1.0174269676208496,0.0077031753025949,1.013008952140808,1.0161060094833374,1.019538164138794,1047,0.20351263880729675,0.00828495342284441,0.19817106425762177,0.2031327784061432,0.20889869332313538,1047,0.7471383213996887,0.006182728335261345,0.7447412014007568,0.748199462890625,0.7511306405067444,1047,721.4495849609375,0.21581678092479706,721.34765625,721.49365234375,721.5885620117188,1047
A41,6785,0.737800657749176,0.03465147688984871,0.7296398282051086,0.7437123656272888,0.7575423717498779,6785,3.47072434425354,0.41445285081863403,3.3879051208496094,3.545168876647949,3.6897315979003906,6785,-0.03379117324948311,0.023101381957530975,-0.048628635704517365,-0.03326234593987465,-0.017958680167794228,6785,0.09555375576019287,0.017260264605283737,0.087923564016819,0.09426477551460266,0.10703647881746292,6785,1.1287826299667358,0.012034405022859573,1.1232701539993286,1.129779577255249,1.1353251934051514,6785,0.0760808065533638,0.0196688249707222,0.06592191755771637,0.07264059036970139,0.08086968958377838,6785,0.7892186641693115,0.03579321131110191,0.7834545373916626,0.7945033311843872,0.8055549263954163,6785,0.9348611831665039,0.01406495738774538,0.9300258159637451,0.9368179440498352,0.9430427551269531,6785,1.0039669275283813,0.0067763375118374825,0.9998108744621277,1.0034425258636475,1.007021188735962,6785,0.12006949633359909,0.020795827731490135,0.11217179149389267,0.11657045036554337,0.1214112788438797,6785,0.8610108494758606,0.02543223462998867,0.8606064319610596,0.8654648065567017,0.870117723941803,6785,726.8305053710938,1.189721941947937,726.7852172851562,727.001220703125,727.251953125,6785
A42,2245,0.6769200563430786,0.026243694126605988,0.6761711835861206,0.6831419467926025,0.68878573179245,2245,1.9932706356048584,0.14272572100162506,1.9802494049072266,2.026764154434204,2.066321849822998,2245,-0.022327525541186333,0.019344758242368698,-0.03008454665541649,-0.019717734307050705,-0.01051220390945673,2245,0.1115279346704483,0.02197878807783127,0.1138439029455185,0.11885958164930344,0.12215287238359451,2245,1.1268134117126465,0.014540378004312515,1.1265593767166138,1.1317354440689087,1.1347601413726807,2245,0.1716994196176529,0.03598075360059738,0.15611478686332703,0.1777859479188919,0.19537483155727386,2245,0.727891206741333,0.024077653884887695,0.7264012098312378,0.7327238917350769,0.739081084728241,2245,0.9317451119422913,0.02840939722955227,0.9313336610794067,0.9398332238197327,0.9442794322967529,2245,1.0004256963729858,0.014605878852307796,0.9945790767669678,0.996959924697876,0.9999382495880127,2245,0.19398383796215057,0.014038899913430214,0.18801550567150116,0.19746026396751404,0.20338310301303864,2245,0.7794928550720215,0.006896586623042822,0.7768309116363525,0.7803430557250977,0.7835623621940613,2245,722.4413452148438,0.29560375213623047,722.35888671875,722.51318359375,722.61865234375,2245
A43,2542,0.7066552639007568,0.009151383303105831,0.7013653516769409,0.7070902585983276,0.7129521369934082,2542,2.3268373012542725,0.08069847524166107,2.2662060260772705,2.329041004180908,2.388739824295044,2542,-0.019382188096642494,0.016437703743577003,-0.03022344596683979,-0.019010603427886963,-0.007623970042914152,2542,0.09079458564519882,0.0067658997140824795,0.08540405333042145,0.090237095952034,0.09662887454032898,2542,1.1070144176483154,0.007633439730852842,1.100858211517334,1.106183409690857,1.1138174533843994,2542,0.10421346127986908,0.013959378935396671,0.09443958103656769,0.10317636281251907,0.11356867104768753,2542,0.770836591720581,0.01192602887749672,0.7631491422653198,0.7720677852630615,0.7795813083648682,2542,0.9338136911392212,0.008554617874324322,0.9297672510147095,0.9345766305923462,0.9394820928573608,2542,0.9929131865501404,0.005253042560070753,0.9893280267715454,0.9921671748161316,0.9957790374755859,2542,0.1381440907716751,0.005399771966040134,0.13480731844902039,0.13854265213012695,0.14175251126289368,2542,0.8127174377441406,0.004677669145166874,0.8092362880706787,0.8130360841751099,0.8162403106689453,2542,723.3639526367188,0.2230127602815628,723.2011108398438,723.3667602539062,723.532958984375,2542
